Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN RIANG DIAWAN,Kampar,Perak,Leasehold,Terrace House,239800.0,171.0,11
RESIDENSI BUKIT ORKID,Ulu Langat,Selangor,Freehold,"Semi D, Terrace House",1150000.0,760.0,11
T.VISTA @ BALOK PERMAI (P/L :15153),Sungai Karang,Pahang,Leasehold,Terrace House,340000.0,134.0,11
TAMAN DESA ANUGERAH,Sepang,Selangor,Leasehold,Terrace House,381000.0,272.0,11
TAMAN GAMELAN,Kuala Kedah,Kedah,Freehold,"Semi D, Terrace House",350260.0,148.0,11
TAMAN SERAI MERBAU,Bagan Serai,Perak,Freehold,"Semi D, Terrace House",317800.0,187.0,11
TAMAN MATANG MURNI (PL 13411 - 13412),Simpang,Perak,Freehold,Terrace House,288000.0,187.0,11
TAMAN SERI AMPANG,Ipoh,Perak,Leasehold,Terrace House,280000.0,183.0,11
TAMAN MAJU JASIN,Jasin,Melaka,Leasehold,"Cluster House, Terrace House",220000.0,144.0,11
SUNWAY CITY,Tambun,Perak,Leasehold,"Town House, Terrace House",608000.0,294.0,11
GLENMARIE COVE,Klang,Selangor,Freehold,Semi D,1120000.0,334.0,11
TAMAN GEMILANG,Kulai,Johor,Freehold,Terrace House,488000.0,290.0,11
TAMAN AMALINA LESTARI,Raub,Pahang,Leasehold,Terrace House,200000.0,168.0,11
SANCTUARY GARDEN,Bukit Mertajam,Penang,Freehold,Semi D,860000.0,329.0,11
TAMAN PANDAN JAYA,Ampang,Selangor,Leasehold,Terrace House,530000.0,500.0,11
TAMAN MEGAH,Pontian,Johor,Freehold,"Terrace House, Semi D",366000.0,234.0,11
TAMAN ABADI HEIGHTS,Puchong,Selangor,Leasehold,"Semi D, Terrace House",756000.0,538.0,11
TAMAN WAWASAN / BANDAR BARU MERSING,Mersing,Johor,Freehold,Terrace House,260000.0,214.0,11
TAMAN SRI SETIA,Johor Bahru,Johor,Freehold,"Terrace House, Semi D",738000.0,289.0,11
SETIA INDAH 11,Setia Alam,Selangor,Freehold,Terrace House,700000.0,507.0,11
TAMAN PARIT BAKAR INDAH-TR.149,Muar,Johor,Freehold,Terrace House,498000.0,282.0,11
TAMAN VILLA MUTIARA INDAH,Sungai Bakap,Penang,Freehold,"Semi D, Terrace House",670000.0,246.0,11
TAMAN SUTERA WANGI,Batu Berendam,Melaka,Leasehold,Terrace House,388000.0,250.0,11
TAMAN JATI,Batu Berendam,Melaka,"Freehold, Leasehold",Terrace House,380000.0,269.0,11
TAMAN SERI BAYU 2,Sungai Petani,Kedah,Freehold,Terrace House,175000.0,155.0,11
TAMAN REDANG,Masai,Johor,"Leasehold, Freehold",Terrace House,780000.0,393.0,11
SEKSYEN 19 SHAH ALAM,Shah Alam,Selangor,Leasehold,Terrace House,450000.0,321.0,11
"TAMAN DESA UTAMA, SUNGAI MERAB",Dengkil,Selangor,Freehold,Terrace House,685000.0,393.0,11
TAMAN BATU GAJAH PERDANA,Batu Gajah,Perak,Leasehold,Terrace House,275000.0,151.0,11
TAMAN BACANG BARU,Bachang,Melaka,Leasehold,Terrace House,300000.0,219.0,11
TAMAN IMPIAN EHSAN,Balakong,Selangor,Leasehold,Terrace House,330000.0,322.0,11
TAMAN DUSUN SETIA,Seremban,Negeri Sembilan,Freehold,Terrace House,275000.0,238.0,11
HIJAYU 3B,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,580000.0,309.0,11
E-RESIDENCE,Kuching,Sarawak,Leasehold,Terrace House,600000.0,254.0,11
TAMAN IMPIAN ALMA,Bukit Mertajam,Penang,Freehold,Terrace House,400000.0,268.0,11
PALM WALK,Bandar Sungai Long,Selangor,Freehold,Terrace House,748000.0,508.0,11
TAMAN SPPK,Ipoh,Perak,Leasehold,"Terrace House, Semi D",250000.0,146.0,11
SEKSYEN 18,Petaling Jaya,Selangor,"Leasehold, Freehold","Terrace House, Bungalow",695000.0,162.0,11
TAMAN SRI NANDING,Ulu Langat,Selangor,Leasehold,Terrace House,280000.0,250.0,11
TAMAN RIMBA (PEC LOT 1135),Mentakab,Pahang,Freehold,Terrace House,137000.0,186.0,11
TAMAN BUKIT RAMBAI (BARU),Bukit Rambai,Melaka,Freehold,"Terrace House, Semi D",280000.0,182.0,11
TAMAN SRI SEGAMBUT,Segambut,Kuala Lumpur,Leasehold,Terrace House,650000.0,441.0,11
KAMPUNG TASIK TAMBAHAN,Ampang,Selangor,Leasehold,Terrace House,420000.0,405.0,11
TAMAN BERTAM INDAH,Kepala Batas,Penang,Freehold,"Semi D, Terrace House",310000.0,215.0,11
SUBANG 2,Sungai Buloh,Selangor,Leasehold,Terrace House,575000.0,463.0,11
TAMAN SEKIAH MAKMUR,Ulu Bernam,Perak,Leasehold,Terrace House,260000.0,179.0,11
RPR SUNGAI PLAN,Bintulu,Sarawak,Leasehold,Terrace House,270000.0,196.0,11
TAMAN METRO PENGKALAN,Batu Gajah,Perak,Leasehold,Terrace House,260000.0,186.0,11
TAMAN BUKIT JURU,Juru,Penang,Freehold,Terrace House,625000.0,375.0,11
TAMAN KULIM TECHNOCITY FASA 3,Kulim,Kedah,Freehold,Terrace House,395000.0,318.0,11
TAMAN PUTRA INDAH,Ipoh,Perak,Freehold,Terrace House,240000.0,180.0,11
BANDAR SERI BOTANI,Batu Gajah,Perak,Freehold,Terrace House,825510.0,320.0,11
BANDAR PUNCAK SENA,Pokok Sena,Kedah,Freehold,Terrace House,326800.0,267.0,11
TAMAN SRI REMBAU,Rembau,Negeri Sembilan,Freehold,"Semi D, Terrace House",280000.0,128.0,11
TAMAN GUNUNG MAS,Tampin,Negeri Sembilan,Freehold,Terrace House,200000.0,159.0,11
TAMAN AMAN PUTRI,Sungai Buloh,Selangor,Freehold,Terrace House,872000.0,464.0,11
TAMAN DATO CHELLAM,Ulu Tiram,Johor,Freehold,Terrace House,630000.0,427.0,11
MUTIARA DAMANSARA,Mutiara Damansara,Selangor,Freehold,"Terrace House, Bungalow",1430000.0,858.0,11
TAMAN BIDARA PALMA,Sungei Baru Tengah,Melaka,Freehold,Terrace House,240000.0,118.0,11
TAMAN DAMAI IMPIAN 2,Kuala Lipis,Pahang,Freehold,Terrace House,289000.0,202.0,11
TAMAN INDUSTRI SRI SULONG,Batu Pahat,Johor,Freehold,"Semi D, Terrace House",235000.0,100.0,11
TABUAN TRANQUILITY,Kuching,Sarawak,"Leasehold, Freehold",Terrace House,730000.0,362.0,11
BUNGA RAYA,Bukit Baru,Melaka,"Freehold, Leasehold",Terrace House,300000.0,169.0,11
TAMAN SRI ANGGERIK,Rantau,Negeri Sembilan,"Freehold, Leasehold",Terrace House,190000.0,122.0,11
TAMAN GADONG PERDANA,Bertam,Melaka,"Leasehold, Freehold",Terrace House,300000.0,207.0,11
TAMAN BUNGA RAYA,Sungai Petani,Kedah,Freehold,"Terrace House, Semi D",230000.0,131.0,11
TAMAN RIMBA (PEC LOT 3021),Mentakab,Pahang,Freehold,Terrace House,308000.0,185.0,11
TAMAN CEMPAKASARI,Kapar,Selangor,Leasehold,Terrace House,360000.0,276.0,11
TAMAN NIRWANA,Bukit Mertajam,Penang,Freehold,Terrace House,350000.0,310.0,11
TAMAN KLEBANG PUTRA,Chemor,Perak,Freehold,Terrace House,255000.0,190.0,11
TAMAN SETIA JAYA,Batu Pahat,Johor,Freehold,Terrace House,380000.0,234.0,11
TAMAN ERA,Simpang Rengam,Johor,Freehold,Terrace House,405900.0,231.0,11
TAMAN CHERAS IDAMAN,Cheras,Selangor,"Leasehold, Freehold",Terrace House,830000.0,473.0,11
TAMAN JUJUR,Sikamat,Negeri Sembilan,Freehold,Cluster House,143000.0,129.0,11
TAMAN IMPIAN INDAH,Bukit Mertajam,Penang,Freehold,Terrace House,375000.0,310.0,11
TAMAN MAWAR,Tanjong Duabelas,Selangor,Freehold,Terrace House,390000.0,219.0,11
TAMAN BANDAR BARU SP (PKNK),Sungai Petani,Kedah,Freehold,Terrace House,200000.0,192.0,11
TAMAN IDAMAN,Simpang Ampat,Penang,Freehold,"Semi D, Terrace House",495000.0,299.0,11
TAMAN PUTERI,Kuching,Sarawak,Leasehold,Terrace House,400000.0,179.0,11
TAMAN SKUDAI INDAH,Skudai,Johor,Freehold,"Terrace House, Cluster House",650000.0,426.0,11
TAMAN PULAI BAYU,Skudai,Johor,Freehold,"Semi D, Cluster House",900000.0,264.0,11
USJ 20,Subang Jaya,Selangor,Freehold,Terrace House,915000.0,515.0,11
PERKAMPUNGAN KERTIH,Kerteh,Terengganu,"Freehold, Leasehold","Bungalow, Semi D",360000.0,83.0,11
TAMAN PIASAU,Miri,Sarawak,Leasehold,Bungalow,680000.0,114.0,11
TAMAN INTAN BAIDURI,Batu Caves,Kuala Lumpur,Leasehold,Terrace House,820000.0,442.0,11
TAMAN AIRPORT,Sandakan,Sabah,Leasehold,Terrace House,400000.0,322.0,11
TAMAN PULAI FLORA,Skudai,Johor,Freehold,"Cluster House, Terrace House",600000.0,357.0,11
TAMAN SENTORIA,Kota Samarahan,Sarawak,Freehold,Terrace House,320000.0,248.0,11
SEKSYEN 5 BANDAR BARU BANGI,Bangi,Selangor,Leasehold,Terrace House,360000.0,360.0,11
TAMAN LAKE VIEW,Taiping,Perak,Freehold,"Terrace House, Semi D",405000.0,193.0,11
SEKSYEN 15 BANDAR BARU BANGI,Bangi,Selangor,Leasehold,Terrace House,550000.0,406.0,11
TAYNTON VIEW,Cheras,Kuala Lumpur,Freehold,Terrace House,625000.0,362.0,11
TAMAN DESA CEMERLANG,Batu Pahat,Johor,Freehold,Terrace House,439800.0,260.0,11
TAMAN PUTERA INDAH,Muar,Johor,Freehold,"Terrace House, Semi D",560000.0,259.0,11
BANDAR PULAI JAYA,Simpang Pulai,Perak,Leasehold,Terrace House,310000.0,220.0,11
MUTIARA RESIDENCE,Jitra,Kedah,Freehold,"Terrace House, Semi D",410400.0,267.0,11
TAMAN BUKIT MELAKA,Bukit Baru,Melaka,Freehold,Terrace House,438000.0,227.0,11
TAMAN PAHLAWAN,Telok Panglima Garang,Selangor,Freehold,"Semi D, Terrace House",365000.0,277.0,11
TAMAN SAGA,Senai,Johor,Freehold,Terrace House,270000.0,259.0,11
TAMAN ANGGERIK,Tampoi,Johor,Freehold,Terrace House,335000.0,357.0,11
TAMAN DESA IDAMAN,Durian Tunggal,Melaka,Freehold,Terrace House,320000.0,188.0,11
TAMAN BANANG HEIGHTS,Batu Pahat,Johor,Freehold,Terrace House,410000.0,254.0,11
DIAMOND RESIDENCE,Semenyih,Selangor,Freehold,"Semi D, Terrace House",675000.0,366.0,11
TAMAN KERIAN INDAH,Parit Buntar,Perak,Freehold,Terrace House,498800.0,357.0,11
TAMAN SRI LALANG,Kota Tinggi,Johor,Freehold,Terrace House,340000.0,167.0,11
TAMAN TASEK,Johor Bahru,Johor,Freehold,"Semi D, Terrace House",615000.0,250.0,11
TAMAN SEROJA,Sepang,Selangor,Leasehold,Terrace House,400000.0,156.0,11
BANDAR SERI EHSAN,Tanjong Duabelas,Selangor,Leasehold,Terrace House,300000.0,209.0,11
TAMAN JELITA BLOK 30,Miri,Sarawak,Leasehold,Terrace House,180000.0,179.0,11
TAMAN PERWIRA INDAH,Simpang Ampat,Penang,Freehold,Terrace House,440000.0,338.0,11
KINGFISHER PARK PH2,Kota Kinabalu,Sabah,Leasehold,"Semi D, Terrace House",950000.0,256.0,11
Taman Daya - Jalan Nibong 28,Tebrau,Johor,Freehold,Flat,150000.0,263.0,11
PKNS Seksyen 24,Shah Alam,Selangor,Leasehold,Flat,212000.0,292.0,11
Taman Mawar,Sandakan,Sabah,Leasehold,Flat,125000.0,228.0,11
Utama @ Utropolis,Batu Kawan,Penang,Freehold,Service Residence,320000.0,628.0,11
Anggerik Villa 2,Kajang,Selangor,Freehold,Apartment,220000.0,198.0,11
Miharja (LRT Maluri),Cheras,Kuala Lumpur,Leasehold,Flat,245000.0,305.0,11
Petrie Condominium,Johor Bahru,Johor,Freehold,Condominium,499000.0,279.0,11
USJ One Avenue Condo,Subang Jaya,Selangor,Leasehold,Condominium,500000.0,372.0,11
Sri Cempaka,Puchong,Selangor,Freehold,Apartment,380000.0,471.0,11
Iskandar Residences,Iskandar Puteri (Nusajaya),Johor,Freehold,Condominium,873000.0,601.0,11
D'Rich Executive Suites,Iskandar Puteri (Nusajaya),Johor,Freehold,Apartment,400000.0,418.0,11
Sri Impian Apartment,Ayer Itam,Penang,Leasehold,Apartment,278000.0,392.0,11
Sri Alam Condominium,Shah Alam,Selangor,Leasehold,Condominium,450000.0,324.0,11
Taman Lone Pine (Medium Low Cost),Ayer Itam,Penang,Freehold,Apartment,250000.0,436.0,11
De Tropicana,Kuchai Lama,Kuala Lumpur,Leasehold,Condominium,280000.0,287.0,11
Taman Lembah Maju,Ampang,Selangor,Leasehold,Apartment,158000.0,195.0,11
Abadi Villa,Taman Desa,Kuala Lumpur,Leasehold,Condominium,450000.0,370.0,11
Cheras Ria,Cheras,Kuala Lumpur,Freehold,Flat,138000.0,242.0,11
Bandar Baru Ampang,Ampang,Selangor,Leasehold,Flat,139900.0,243.0,11
Villa Bestari Apartment,Iskandar Puteri (Nusajaya),Johor,Freehold,Apartment,380000.0,327.0,11
7 Tree Seven Residence,Cheras,Selangor,Freehold,Condominium,400000.0,403.0,11
Sunway Court,Bandar Sunway,Selangor,Leasehold,Apartment,380000.0,392.0,11
Skudai Villa,Skudai,Johor,Freehold,Condominium,370000.0,334.0,11
18 Madge,Ampang Hilir,Kuala Lumpur,Freehold,Condominium,3200728.0,1224.0,11
Koi Tropika,Puchong,Selangor,Leasehold,Service Residence,470000.0,459.0,11
Ria 2 Apartment,Masai,Johor,Freehold,Apartment,210000.0,260.0,11
Aman Puri Apartment,Kepong,Selangor,Freehold,Apartment,320000.0,353.0,11
Casa Ria,Cheras,Kuala Lumpur,Leasehold,Condominium,400000.0,392.0,11
Desa Villa Condominium,Taman Desa,Kuala Lumpur,Freehold,Condominium,485000.0,417.0,11
Pauh Damai,Bukit Mertajam,Penang,Freehold,Flat,200000.0,315.0,11
Zennith Suites (Pangsapuri Kebun Teh),Johor Bahru,Johor,Leasehold,Apartment,225000.0,488.0,11
Hillview Loft,Batu Pahat,Johor,Freehold,Condominium,320000.0,303.0,11
Prai Inai,Perai,Penang,Freehold,Apartment,280000.0,314.0,11
Le Yuan Residence,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Condominium,840000.0,541.0,11
Desa Sri Puteri,Desa Petaling,Kuala Lumpur,Leasehold,Flat,130000.0,216.0,11
The Oval,KLCC,Kuala Lumpur,Freehold,Service Residence,4045824.0,1038.0,11
The Westside One,Desa ParkCity,Kuala Lumpur,Freehold,Condominium,1380000.0,787.0,11
Taman Air Itam,Ayer Itam,Penang,Freehold,Flat,270000.0,402.0,11
Gemilang Indah,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Condominium,265000.0,314.0,11
P' Residence,Kuching,Sarawak,Leasehold,Condominium,470000.0,408.0,11
Anjali North Kiara,Segambut,Kuala Lumpur,Freehold,Condominium,1050000.0,619.0,11
Lily & Jasmine Apartment,Tampoi,Johor,Leasehold,Apartment,285000.0,285.0,11
Apartment Harmoni,Damansara Damai,Selangor,Leasehold,Flat,133000.0,205.0,11
The Place @ Cyberjaya,Cyberjaya,Selangor,Freehold,Service Residence,170000.0,304.0,11
Mawar Apartment,Genting Highlands,Pahang,Freehold,Apartment,550000.0,650.0,11
Molek Pine 1,Johor Bahru,Johor,Freehold,Apartment,520000.0,358.0,11
Ketumbar Hill,Cheras,Kuala Lumpur,Freehold,Condominium,350000.0,367.0,11
Apartment Seri Bakawali,Serendah,Selangor,Freehold,Apartment,36000.0,54.0,11
Glory Beach Resort,Port Dickson,Negeri Sembilan,Freehold,Condominium,300000.0,321.0,11
Taman Bukit Erskine,Tanjong Tokong,Penang,Freehold,Apartment,268000.0,410.0,11
Bayu Villa,Klang,Selangor,Freehold,Apartment,300000.0,346.0,11
Warisan City View,Cheras,Kuala Lumpur,Leasehold,Condominium,410000.0,451.0,11
Stulang Laut,Johor Bahru,Johor,Leasehold,Flat,200000.0,264.0,11
Holiday Place (D-Villa Residence),Ampang,Kuala Lumpur,Freehold,Service Residence,400000.0,431.0,11
D'Piazza,Bayan Baru,Penang,Freehold,Condominium,485000.0,518.0,11
Swiss Garden Residences,Bukit Bintang,Kuala Lumpur,Freehold,Service Residence,510000.0,902.0,11
Nautica Lake Suites,Bandar Sunway,Selangor,Leasehold,Condominium,830000.0,520.0,11
Prominence,Bukit Mertajam,Penang,Freehold,Condominium,470000.0,370.0,11
Prisma Cheras,Cheras,Kuala Lumpur,Freehold,Condominium,426000.0,362.0,11
The Grand Subang Jaya SS13,Subang Jaya,Selangor,Freehold,Service Residence,455000.0,880.0,11
Vista Bayu,Klang,Selangor,Freehold,Apartment,300000.0,280.0,11
Pusat Komersial Seksyen 7,Shah Alam,Selangor,Leasehold,Flat,300000.0,376.0,11
Bistari Lavender Condominium,City Centre,Kuala Lumpur,Freehold,Condominium,460000.0,417.0,11
The Wadihana,Johor Bahru,Johor,Freehold,Condominium,528000.0,302.0,11
Batu Caves Centerpoint,Batu Caves,Selangor,Freehold,Flat,170000.0,253.0,11
Sun Moon City,Ayer Itam,Penang,Freehold,Flat,138000.0,232.0,11
Sri Lempah,Taman Desa,Kuala Lumpur,Leasehold,Flat,197000.0,353.0,11
Fairway Suites,Iskandar Puteri (Nusajaya),Johor,Freehold,Condominium,465000.0,455.0,11
The Riviera,Ampang,Selangor,Leasehold,Apartment,210000.0,224.0,11
Tiffani Kiara,Mont Kiara,Kuala Lumpur,Freehold,Condominium,1120000.0,561.0,11
Alpine Village,Tambun,Perak,Leasehold,Apartment,250000.0,287.0,11
Tun Perak,Melaka City,Melaka,Leasehold,Apartment,478000.0,440.0,11
Genting Permai Resort,Bentong,Pahang,Freehold,Apartment,210000.0,298.0,11
Casa Desa,Taman Desa,Kuala Lumpur,Freehold,Condominium,540000.0,442.0,11
Taman Merak Jaya,Simpang Ampat,Penang,Freehold,Flat,100000.0,186.0,11
Pavilion Residences,Bukit Bintang,Kuala Lumpur,Leasehold,Service Residence,5460000.0,1515.0,11
Skyvilla Residences,Kuching,Sarawak,Leasehold,Condominium,450000.0,400.0,11
Birchwood Court,Rawang,Selangor,Leasehold,Flat,165000.0,207.0,11
MJC Courtyard Sanctuary,Kuching,Sarawak,Leasehold,Apartment,295000.0,345.0,11
Taman Orkid,Cheras,Selangor,Freehold,Flat,165000.0,218.0,11
Cempaka,Serendah,Selangor,Leasehold,Apartment,85000.0,117.0,11
Taman Inderawasih,Perai,Penang,Freehold,Flat,70000.0,133.0,11
Tree Sparina,Bayan Lepas,Penang,Freehold,Condominium,639700.0,527.0,11
Garden Plaza,Cyberjaya,Selangor,Freehold,Service Residence,210000.0,415.0,11
Widuri Apartment,Butterworth,Penang,Freehold,Apartment,220000.0,294.0,11
Impian Sentosa,Klang,Selangor,Freehold,Apartment,300000.0,398.0,11
The Rainz,Bukit Jalil,Kuala Lumpur,Freehold,Condominium,950000.0,621.0,11
Pertiwi Indah,Cheras,Kuala Lumpur,Leasehold,Condominium,450000.0,371.0,11
Mahsuri Square,Bayan Baru,Penang,Leasehold,Condominium,498000.0,476.0,11
Halaman Kenanga,Sungai Dua,Penang,Leasehold,Apartment,250000.0,375.0,11
Grandeur Tower,Ampang,Selangor,Leasehold,Apartment,305000.0,322.0,11
Frinza Court,Johor Bahru,Johor,Freehold,Apartment,350000.0,260.0,11
Puncak Seri Kelana,Ara Damansara,Selangor,Leasehold,Condominium,420000.0,400.0,11
Concerto North Kiara,Dutamas,Kuala Lumpur,Freehold,Condominium,1765800.0,913.0,11
Suria @ Hijau E-Komuniti,Batu Kawan,Penang,Leasehold,Apartment,330000.0,333.0,11
Taman Desa Cheras,Cheras,Kuala Lumpur,Freehold,Flat,110000.0,165.0,11
Mutiara Ville,Cyberjaya,Selangor,Freehold,Service Residence,400000.0,400.0,11
Ascenda Residence @ Skyarena,Setapak,Kuala Lumpur,Leasehold,Condominium,493000.0,455.0,11
Hann's Residence,Sibu,Sarawak,Leasehold,Apartment,450000.0,593.0,11
Menara Avenue (Menara Promenade),KLCC,Kuala Lumpur,Freehold,Condominium,430000.0,459.0,11
Paramount Utropolis,Glenmarie,Selangor,Freehold,Service Residence,560000.0,708.0,11
Pangsapuri Cempaka,Puchong,Selangor,Freehold,Flat,162500.0,250.0,11
Taman Daya - Jalan Sagu 34,Tebrau,Johor,Freehold,Flat,150000.0,228.0,11
BANDAR SUNWAY SEMENYIH,Semenyih,Selangor,Freehold,Terrace House,561000.0,277.0,10
TAMAN MERANTI JAYA,Puchong,Selangor,Freehold,Terrace House,1075000.0,475.0,10
TAMAN CEMPAKA INDAH,Teloi Kiri,Kedah,Freehold,"Semi D, Terrace House",195000.0,122.0,10
TAMAN SRI HARTAMAS,Sri Hartamas,Kuala Lumpur,Freehold,Terrace House,1807500.0,866.0,10
TAMAN KASA HEIGHTS,Alor Gajah,Melaka,Freehold,"Cluster House, Town House, Terrace House",205000.0,173.0,10
RPA BEMBAN II,Batu Gajah,Perak,Leasehold,Terrace House,97500.0,77.0,10
TAMAN BIDARA,Bukit Mertajam,Penang,Freehold,Terrace House,279000.0,282.0,10
TAMAN SERI PAYA RUMPUT,Sungei Baru Tengah,Melaka,Freehold,Terrace House,260000.0,174.0,10
SUBANG BESTARI,Shah Alam,Selangor,Leasehold,"Terrace House, Semi D",690000.0,414.0,10
TAMAN KOTA SARANG SEMUT,Kota Sarang Semut,Kedah,Freehold,Terrace House,225000.0,173.0,10
TAMAN IMPIAN PUTRA,Bangi,Selangor,Leasehold,Terrace House,440000.0,365.0,10
TAMAN DESA DUYUNG,Duyong,Melaka,"Leasehold, Freehold",Terrace House,245000.0,187.0,10
DESA PANTAI INDAH,Teluk Kumbar,Penang,Freehold,Terrace House,750000.0,536.0,10
TAMAN SERI KERAMAT,Ulu Klang,Selangor,Leasehold,Terrace House,640000.0,359.0,10
TAMAN SERING UKAY,Ulu Klang,Selangor,Freehold,Terrace House,1260000.0,611.0,10
TAMAN MANIS,Batu Pahat,Johor,Freehold,"Semi D, Terrace House",220000.0,194.0,10
TAMAN TAN YEW LAI,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Terrace House,575000.0,417.0,10
TAMAN KERAMAT PERMAI,Ulu Klang,Selangor,Leasehold,Terrace House,600000.0,452.0,10
BANDAR NUSA RHU,Shah Alam,Selangor,Leasehold,"Bungalow, Terrace House",591500.0,400.0,10
SS4 PETALING JAYA,Petaling Jaya,Selangor,Freehold,"Terrace House, Semi D",842500.0,472.0,10
TAMAN LANGAT UTAMA 2,Tanjong Duabelas,Selangor,Leasehold,Terrace House,435000.0,244.0,10
TAMAN CAHAYA KRISTAL II,Bandar Baharu,Kedah,Freehold,Semi D,438488.0,152.0,10
TAMAN SEMANTAN INDAH,Mentakab,Pahang,Freehold,Terrace House,257500.0,146.0,10
BANDAR SEJAHTERA FASA 3,Pokok Sena,Kedah,Freehold,"Cluster House, Terrace House",408900.0,156.0,10
TAMAN SCIENTEX UTAMA,Kulai,Johor,Freehold,Terrace House,500000.0,426.0,10
TAMAN PAHLAWAN 2,Gemas,Negeri Sembilan,Freehold,Terrace House,350000.0,246.0,10
TAMAN SERI SEMENTA,Kapar,Selangor,Leasehold,Terrace House,332500.0,246.0,10
"TAMAN OSCAR, SUNGAI BESAR",Sungai Besar,Selangor,Leasehold,Terrace House,343440.0,147.0,10
TAMAN PADANG TEMU PERMATA,Melaka City,Melaka,Freehold,"Terrace House, Semi D",250000.0,147.0,10
TAMAN MENGKUANG JAYA,Bukit Mertajam,Penang,Freehold,"Semi D, Terrace House",512500.0,348.0,10
TAMAN KULIM SQUARE,Lunas,Kedah,Freehold,Semi D,445000.0,270.0,10
"TAMAN MESRA, OFF JALAN SUNGAI JATI",Klang,Selangor,Freehold,"Semi D, Terrace House",506100.0,349.0,10
TAMAN WANGSA INDAH,Batu Pahat,Johor,Freehold,"Semi D, Terrace House",646076.0,311.0,10
TAMAN MEGA RIA 2,Tangkak,Johor,Freehold,Terrace House,100000.0,104.0,10
TAMAN NESA DELIMA,Rantau,Negeri Sembilan,Freehold,Semi D,401531.0,143.0,10
TAMAN SERI ROTAN,Kuala Kedah,Kedah,Freehold,Semi D,379505.0,147.0,10
SAMARIANG AMAN,Kuching,Sarawak,Leasehold,Terrace House,372500.0,198.0,10
TAMAN PGBF HARMONI PASIR BESAR,Gemas,Negeri Sembilan,Leasehold,Terrace House,90000.0,64.0,10
RESIDENSI EMERALD DAMAI (EMERALD HILLS),Cheras,Kuala Lumpur,Freehold,Terrace House,1770000.0,978.0,10
P/L : 2195 (PT24541-PT24570),Sungai Karang,Pahang,Freehold,Semi D,380000.0,121.0,10
P/L 3487(LABU),Sepang,Selangor,Leasehold,Terrace House,395000.0,211.0,10
TAMAN RAMAL KLASIK,Kajang,Selangor,Freehold,Terrace House,752400.0,561.0,10
IDAMAN GRAND RESIDENCE/SENTOSA IDAMAN,Klang,Selangor,Freehold,Terrace House,1205000.0,532.0,10
TAMAN MH PERMATANG BADAK FASA 6 (P/L30398),Kuantan,Pahang,Freehold,"Terrace House, Semi D",289000.0,184.0,10
TAMAN MUHIBAH FASA 16,Merlimau,Melaka,Freehold,Cluster House,398800.0,147.0,10
TAMAN DENAI HIJAU,Gerik,Perak,Freehold,Terrace House,265000.0,189.0,10
TAMAN BUKIT TUNKU,Kulim,Kedah,Freehold,Terrace House,383000.0,242.0,10
"TAMAN SRI JAYA, SRI AMAN",Sri Aman,Sarawak,"Leasehold, Freehold",Terrace House,295000.0,106.0,10
TAMAN SIKAMAT PERDANA,Sikamat,Negeri Sembilan,"Leasehold, Freehold",Terrace House,356500.0,247.0,10
TAMAN ARMANI SUNGAI PANDAN 2 (PL8492),Kuantan,Pahang,Freehold,Terrace House,266500.0,175.0,10
ARDEN HILL @SEREMBAN FOREST HEIGHTS,Ampangan,Negeri Sembilan,Freehold,Terrace House,614500.0,418.0,10
TAMAN KUANTAN JAYA,Kuantan,Pahang,Leasehold,Terrace House,285000.0,165.0,10
TAMAN RAMBAI TENGAH SENTOSA,Bukit Rambai,Melaka,Freehold,Semi D,422300.0,126.0,10
TAMAN BUKIT KEMAYAN (KEMAYAN HEIGHTS),Rasah,Negeri Sembilan,Freehold,Semi D,1103000.0,335.0,10
TAMAN PERMAI INDAH FASA 2,Kuala Lipis,Pahang,Freehold,"Terrace House, Semi D",326300.0,115.0,10
MAHKOTA IMPIAN (P/L 164414),Kuantan,Pahang,Freehold,Terrace House,314500.0,169.0,10
TAMAN CEMPAKA [SENAWANG],Senawang,Negeri Sembilan,Leasehold,Terrace House,295000.0,224.0,10
TAMAN KUCAI INDAH II,Lunas,Kedah,Freehold,"Semi D, Terrace House",490000.0,303.0,10
YARRA PARK SPRINGFIELD,Sungai Petani,Kedah,Freehold,Terrace House,357900.0,233.0,10
BB SETIA AWAN PERDANA RESIDEN 1,Sitiawan,Perak,Freehold,"Cluster House, Terrace House",220000.0,138.0,10
TAMAN SUNGAI SERDANG JAYA,Kapar,Selangor,Freehold,Semi D,504850.0,161.0,10
DAHLIA GARDEN,Simpang Ampat,Penang,Freehold,Terrace House,627000.0,462.0,10
TAMAN LUKUT ERA,Lukut,Negeri Sembilan,Freehold,Terrace House,418000.0,217.0,10
TAMAN SINAR PELANGI,Batu Pahat,Johor,Freehold,Terrace House,594150.0,341.0,10
TAMAN PERMAI PUTEH,Tronoh,Perak,Leasehold,Terrace House,305000.0,218.0,10
TAMAN PENAGA INDAH,Penaga,Penang,Freehold,Semi D,499000.0,214.0,10
